"Anfangsbuchstabe","Title","Begriff","Hinweis","Link"
"T","TB","	Technische Bestimmungen",,
"T","TB","	Technischer Bericht",,
"T","tbd","	to be defined",,
"T","TBE","	Title Block Editor",,
"T","TBR","	die Verknüpfung treibende Baureihe (im PÄM)",,
"T","TBT","	Teilebereitstellungstermin",,
"T","TBZ","	Tandem Hauptbremszylinder",,
"T","TC","Traction Control",,
"T","TCB","	Ticket Clearing Board",,
"T","TCC","	Technical Competence Center",,
"T","TCO","Total Cost of Ownership",,
"T","TCP/IP","Transmission Control Protocol / Internet Protocol",,
"T","TCTUA","Terminal Control Table Area",,
"T","TCU","	Telematic Control Unit",,
"T","TD","	Teiledienst",,
"T","TD","	Technische Daten",,
"T","TDI","	Dieseldirekteinspritzmotoren mit Turboaufladung",,
"T","TDV","Technologiedatenverwaltung",,
"T","TE","	Technische Entwicklung",,
"T","TEC","	Technisches Netz",,
"T","TEC-Rechner	","Rechner am technischen Netz der PAG",,
"T","TECSA","Technische Sauberkeit",,
"T","TE-Freigabe	","Technische Entwicklung-Freigabe",,
"T","TeG	","Temperguss",,
"T","TEGUE","Teilegültigkeit",,
"T","TEIVON ","	Teil-Nr.-Vergabe-Online",,
"T","TEP","Technologieentwicklungsprozess",,
"T","TEQ","	Tequipment",,
"T","TESTCICS","Test--Customer Information Control System",,
"T","TE-Umlauf","	Technische Entwicklung-Umlauf",,
"T","TEVON","	Teileverfolgung Online",,
"T","TF","	Technik-Freeze",,
"T","TFL","	Technisch-Funktionale Leistungsbeschreibung",,
"T","TFSI","	Turbocharged Stratified Injection",,
"T","TFT","	Thin Film Transistor (Bildschirm)",,
"T","TG","	Telefongespräch",,
"T","TG","Tochtergesellschaft",,
"T","TGA","	Technische Gebäudeausrüstung",,
"T","TGA","Technische Geräte Ausstattung",,
"T","THZ","Tandem Hauptzylinder",,
"T","TI","	Technische Informationen",,
"T","TIER1","	1. Verschärfungsstufe der amerikanischen Abgasgrenzwerte",,
"T","TILL","	Technische Illustrationen, Sammelbegriff für alle Technischen Illustrationen, die Zusammen-/Ein- bzw. Ausbauvorgänge von Montagegruppen mit zwei oder mehr Bauteilen in, im Regelfall, explosionsartiger Perspektivdarstellung visualisieren.",,
"T","Tiptronic S	","5-Gang-Automatikgetriebe Boxster und 911",,
"T","TI-S","	Technisches Informationssystem",,
"T","TI-S(ynchro)	","Technisches Informationssystem Synchronisiert",,
"T","TI-SYNCRO	","TechnischeInformationen SYNCROnisiert (Stücklistensystem VW)",,
"T","TK","	Technische-Konformität",,
"T","TK","	Teilkaskoversicherung",,
"T","TK","Teil-Karosserie",,
"T","TKK","	Technischer-Konformitäts-Koordinator	",,
"T","TKL","	Technische Konzeptbeschreibung",,
"T","TKU ","Technische Kundenunterlage ","siehe auch TCD - Technical Customer Document",
"T","TL","	Technische Leitung",,
"T","TL","Tauchlackierung",,
"T","TL","	Technische Lieferbedingungen",,
"T","TL","	Teamleiter",,
"T","TLD","	Technische Leitlinie Dokumentation	",,
"T","TLEV","Transitional Low Emission Vehicle	",,
"T","TMA","	Typ/Modell/Ausführung (Fahrzeugklasse)	",,
"T","TMC","	Traffic Message Channel",,
"T","TME","	Thermomanagement Elektrifizierte Fahrzeuge",,
"T","TMK","	Top-Management-Kreis	",,
"T","TMM","	Thermomanagement	",,
"T","TN","	Teilenummer	",,
"T","TN","	Teilnehmer",,
"T","TN","	Telefonnotiz Teilnehmer	",,
"T","TNR","	Teilenummer (VW-Konzern)	",,
"T","TOD","	Time of Delivery",,
"T","TOG","	Therm. Ölniveaugeber	",,
"T","ToGe","	Tochtergesellschaft	",,
"T","TOP"," 	Tagesordnungspunkt",,
"T","TP","	Teilprojekt",,
"T","TP","	Terminplan",,
"T","TP","	Typ Prüfung",,
"T","TP","	Typ Prüfpflicht",,
"T","TP","	Technische Prüfanstalt",,
"T","TP!","ThinkProject!",,
"T","TPB","	Technische Produktbeschreibung (Modellpflege)","LINK FOLGT ",
"T","TPE","	Thermoplastisches Eleastomer	",,
"T","TPL","	Teamprojektleiter","LINK FOLGT ",
"T","TPM","	Total Productive Management",,
"T","TPOPA","Thermal Propagation Occupant Protection Analysis",,
"T","TPT","	  Time Partition Testing",,
"T","TPW","Transportwagen",,
"T","TR","	Tape Recorder",,
"T","TR","	Technische Richtlinien",,
"T","TR:ACE","Technical Regulations: Assignment, Coordination and Evaluation",,
"T","TS","	Terminslot",,
"T","TS","	Technische Stückliste",,
"T","TSCA","Toxic Substances Control Act (""Gefahrstoff-Überwachungsgesetz“), US-Norm",,
"T","TSD","Torsions-Schwingungs-Dämpfer",,
"T","TSG","	Tür-Steuergerät",,
"T","TSI","	Technische Service Information",,
"T","TSI","Turbocharged Stratified Injection	",,
"T","TSK","	Triebstrangkoordinator",,
"T","TSL","	Tagessammel-Lieferschein",,
"T","TSL","Team-Struktur-Liste",,
"T","TSM","	Kennzeichen für einen manuell verwalteten Planeinsatztermin von Änderungsanträgen trotz Terminslotzuweisung",,
"T","TSM","	Tivoli Storage Manager (Software zur Datensicherung von IBM)",,
"T","TSO","	Time Sharing Option",,
"T","TSP","Technische Systemspezifikation",,
"T","TSP","	Telematic Service Provider",,
"T","TSS","	Telemetry Shared Service",,
"T","TSZ","	Transistorzündung",,
"T","TT","	Teiletisch",,
"T","TTL","	Teamteileliste",,
"T","TTS","	Text-To-Speech",,
"T","TU","	Technische Untersuchung",,
"T","TU","	Technische Universität",,
"T","TÜA","	Technisches Überwachungsamt	",,
"T","TuI / T&I	","Test & Integration",,
"T","TUL","	TeileUmfangsListe","LINK FOLGT ",
"T","TUL","	Technische Umfangliste",,
"T","TUL","	Transport Umschlag Lagerung",,
"T","TÜV","Technischer Überwachungsverein",,
"T","TV","	Technische Verordnung",,
"T","TVA","	Teileverwendungsabgleicht ( Sportwagen) FRGFSL",,
"T","TVI","	Teileverwendungsinformation",,
"T","TVKL","	Türverkleidung",,
"T","TVKL","	  Türverkleidung",,
"T","TVM","Türen- / Teile-Vormontage",,
"T","TVN","Test Vehicle need",,
"T","TVN / TGN","	Teileverwendungsnachweis (Cayenne) FSLVW-TGN",,
"T","TVO","	Fahrzeug-Teileverordnung",,
"T","TWC","	Three-Way Catalyst",,
"T","TWD","	Two Wheel Drive",,
"T","TWI","Tread Wear Indicator",,
"T","TYKO","	Typen-Kopf	","Typ für Fahrzeug, Getriebe und Motor",
"U","UA","	Unterausschuss",,
"U","UA","	Unter-Abteilungsleiter (LFG)",,
"U","UAT","	User Acceptance Test",,
"U","UAV","Unmanned Aerial Vehicles",,
"U","UB","	Unterbau (Plattform)",,
"U","UB","Unbedenklichkeitsbescheinigung",,
"U","UB","Technischer Assistent",,
"U","UBA","	Umwelt-Bundesamt",,
"U","UBS","	Unterbodenschutz",,
"U","UBV","	Umbauvorschrift",,
"U","UBV","	Unterbodenverkleidung",,
"U","UCL","	Used Car Locator",,
"U","UCRA","Uniform Child Restraint Anchorage",,
"U","UD","Unterdruck",,
"U","UDP","	Unterdruckpumpe",,
"U","UDS","	Unfalldatenspeicher",,
"U","UDS","Unified Diagnostic Services",,
"U","UEnMS	","Umwelt- und Energiemanagementsystem	","LINK FOLGT ",
"U","UGDO","Universal Garage Door Opener",,
"U","UHP","Ultra-High-Performance	","Reifen",
"U","UK","	United Kingdom",,
"U","U-KAT","	Ungeregelter Katalysator",,
"U","U-KAT","	Ungeregelter Katalysator",,
"U","UKW","Ultrakurzwelle",,
"U","UKZ","	Ursprungskennzeichnung",,
"U","ULEV","Ultra Low Emitting Vehicle",,
"U","ULT","	Universalladungsträger",,
"U","UMB","	Usermanagement Beschaffung",,
"U","UMB","	Umweltmanagementbeauftragter",,
"U","UMS","	Umweltmanagementsystem",,
"U","UMS","Universelle Multimedia Schnittstelle",,
"U","UMS","User Management System",,
"U","UNECE","	United-Nations-Economic-Comission-for-Europe",,
"U","UPE","	Unverbindliche Preisempfehlung",,
"U","UPS","Universelles Prüfsystem",,
"U","URI","	Uniform Resource Identifier",,
"U","URL","	Uniform Resource Locator",,
"U","ÜRS","	Überrollschutz",,
"U","ÜS","	Übungsserie",,
"U","Ü-S","	Übungsserie, Vorserie",,
"U","USE","Unfallschwereerkennung",,
"U","Ü-Serie","Übungs-Serie, Vorserie",,
"U","USP","Unique Selling Point / Proposition (Alleinstellungsmerkmale zum Wettbewerb)",,
"U","UT","	Unterer Totpunkt",,
"U","UTA","Umfangs-Teile-Auswertung",,
"U","UTQGS","	Uniform Tire Quality Grading Standards",,
"U","UUID","	Universally Unique Identifier",,
"U","UV","	Umlaufvermögen",,
"U","UV","	Utility Vehicle",,
"U","UV","	Ultraviolett",,
"U","UVV","Unfallverhütungsvorschrift",,
"U","UWS","	Umweltschutz","LINK FOLGT",
"V","V","	Vertrieb",,
"V","VA","	Virtuelle Absicherung",,
"V","VA","	Vorderachse",,
"V","VA","	Verkehrsausschuss",,
"V","VA	","Verfahrensanweisung",,
"V","VAB","	Versandabruf",,
"V","VAD","Vorstandsausschuss Digitalisierung",,
"V","VAG","	Vorderachsgetriebe",,
"V","VAI","	Vorstandsausschuss Investitionen",,
"V","VAK","Verrechnete Anschaffungskosten",,
"V","VAL","	Vehicle Abstraction Layer",,
"V","VALMET","	Valmet Automotive Oy",,
"V","VAMOS	","VAriantenManagement und OptimierungsSystem (VW-Konzern)",,
"V","VAP","Vorstandsausschuss Produkte",,
"V","VarioCam ""plus""	","Axiale Nockenwellenverstellung + Variable Ventilhubsteuerung",,
"V","VarioCam	","Nockenwellenverstellung über Kette",,
"V","VASS-Standard	","Übergreifender Standard für Konzernwerke (VASS: Volkswagen Audi Seat Skoda)",,
"V","VAUDIS NT	","VW Audi Informations System bzw. DMS basierend auf Windows Server",,
"V","VAUDIS	","VW Audi Disketten Informations System = DMS bei 90 % der VW Händler",,
"V","VAwS	 "," Verordnung über Anlagen zum Umgang mit wassergefährdenden Stoffen  (zukünftig: AwSV)","LINK FOLGT ",
"V","VB","	Verhandlungsbasis	",,
"V","VB","Vorläufige Beanstandungsmeldung",,
"V","VBA","	Verbau-Auftrags-Modul Leipzig",,
"V","VBV","	Verbauvorschrift",,
"V","VC","Vehicle Connector","(IoT)",
"V","VC+","	Verweis auf VarioCam ""plus""",,
"V","VCI","	Vehicle Communication Interface",,
"V","VCIP","	Value Chain Improvement Process",,
"V","VCR","	Video Cassette Recorder",,
"V","VCR","Variable Compression Ratio",,
"V","VCS","Vehicle Core Services",,
"V","VCW","Vehicle Curb Weight",,
"V","VD","	Vehicle Description",,
"V","VDA","	Verband der Automobilindustrie	",,
"V","VDAFS	","Verband der Automobilindustrie - Flächenschnittstelle, Datenformat zum Austausch von Geometriedaten	",,
"V","VDE","	Verband Deutscher Elektrotechniker	",,
"V","VDI","Verein Deutscher Ingenieure",,
"V","VDI","Vehicle Data Interpreter",,
"V","VDIK	","Verband der Importeure von Kraftfahrzeugen",,
"V","VDKD	","Verdeckkastendeckel",,
"V","VDM	","Vehicle Data Manager",,
"V","VDMA	","Verband Deutscher Maschinen- und Anlagenbau",,
"V","VDS","	Verband der Schadenversicherer",,
"V","VDS","	VersuchsDatenSystem (Volkswagen AG)	",,
"V","VdTÜV	","Verband der Technischen Überwachungsvereine",,
"V","VdV	","Vorsitzender des Vorstandes",,
"V","VE","	Vorentwicklung",,
"V","VE","	Versorgungszeitraum-Ende",,
"V","VEB","	Vorentwicklungsbackend",,
"V","VERD","	Verdichtung",,
"V","VESIS	","Volkswagen Electronic Service Information System",,
"V","VEV","	Verrechnungseinheit Visualisierung",,
"V","VEX","	Vorschriftenexperte",,
"V","VEY","	Verrechnungseinheit CAD",,
"V","VF","	Vorführfahrzeug",,
"V","VFA","	Vorserien-Freigabe-Aggregate",,
"V","VfA	","Verband freier Automobilimporteure",,
"V","VFF","Vorserien-Freigabe-Fahrzeuge",,
"V","VFW","	Vorführwagen",,
"V","VG","	Vermögensgegenstände",,
"V","VG","	Vertriebsgebiet",,
"V","VG","	Vollgut",,
"V","VGW","	Vorgangswesen",,
"V","VHR","	Vehicle Health Report",,
"V","VIBN","	Vorinbetriebnahme",,
"V","VIFA","	Vergrößerte Individuelle Fahrzeugauskunft	",,
"V","VIN","Vehicle Identification Number",,
"V","VIP","Virtuelle Integrierte Produktabsicherung	",,
"V","VIP","Virtuelles Pedal",,
"V","VJ","	Vorjahr",,
"V","VK","	Verkäufer",,
"V","VK","	Vollkaskoversicherung",,
"V","VK","	Versicherungsklasse",,
"V","VkBl	","Verkehrsblatt",,
"V","VKG","	Vorklärungsgruppe",,
"V","VKL","	Verkaufsleiter",,
"V","VKM","	Verbrennungskraftmotor",,
"V","VKMS","Vehicle-Key-Management-System",,
"V","VKO","	Vorschriftenkoordinator",,
"V","V-Kreis","	Führungskreis im Ressort V",,
"V","V-Kreis","Führungskreis im Ressort V",,
"V","VL","	Volllast",,
"V","VM","	Virtual Memory",,
"V","VM","	Vormonat",,
"V","VMA","	Vertriebs-/Marketing Ausschuss",,
"V","VMB","	virtueller Meisterbock",,
"V","VMS","	Vehicle Management System",,
"V","VN","	Vertriebs-und Netzentwicklung",,
"V","VNC","	Vehicle Noise Compensation",,
"V","VNC","	Vehicle Noise Cancellation",,
"V","VNPF","Vehicle Notification Plugin Framework",,
"V","VO","	Verordnung",,
"V","VO","	Verkehrsordnung",,
"V","VOC","	Flüchtige organische Verbindungen (engl. volatile organic compounds)",,
"V","VoKUs	","Volkswagen Konsilidierungs- und Unternehmenssteuerungssystem",,
"V","VOR","Vehicle-Off-Road (Panne)",,
"V","VOS","	Vor-Ort-Support","LINK FOLGT ",
"V","VoWa	","Vorderwagen",,
"V","VP","	Vorstand",,
"V","VP","	Verkaufspreis",,
"V","VP","	Verhandlungspreis",,
"V","V-PAK	","Produktarbeitskreis im Ressort V",,
"V","V-PAK	","Produktarbeitskreis im Ressort V",,
"V","VPC","	Vehicle Preparation Centre",,
"V","VPC","Virtual Private Cloud",,
"V","VPE","	Volume Platform Elektric",,
"V","VPK","	Vollständige Parametrische Konstruktionsstruktur",,
"V","VPM","	Virtual Product Manager",,
"V","VPN","	Virtual Private Network",,
"V","vPPG	","Virtuelles Produkt- & Prozess-Gespräch	",,
"V","VPT","	Virtueller Prototyp",,
"V","VPT","	Vorprototyp",,
"V","VPV","	Verpackungsvorschrift",,
"V","VR","	Verbundrelease",,
"V","VR","	Virtual Reality",,
"V","VS","Verschlußsache",,
"V","VS","	Vorstand / Vorstandausschuss",,
"V","VS","Verhandlungssache",,
"V","VS","Vertragsstand",,
"V","VSC","	Vorseriencenter",,
"V","VSE","Vorserien Einlauf (Datum)",,
"V","VSEP","	Vorserien Einlauf PIA (Datum)",,
"V","VSG","Verbundscheiben-Sicherheitsglas",,
"V","VSI","Voraussichtliches Ist-Gewicht zum SOP 	",,
"V","VSI","Voraussichtliches Soll-Ist",,
"V","VSL","	Verrechnungssachnummer Stück Liste	",,
"V","VSN","	Vollstanznieten",,
"V","VSNR","	Verrechnungssachnummer	",,
"V","VSR","Vehicle Status Report	",,
"V","VSS","	Variantenstrukturstückliste",,
"V","VSSW","	Vorstands-Strategie-Workshop",,
"V","V-SW","	Vertriebsstrategieworkshop",,
"V","VTA","	Verbindungstechnik-Applikation",,
"V","VTAM","Druckeradresse für Hostsysteme, die in Ingolstadt generiert wird",,
"V","VTDB","	Vertriebs Texte Daten Bank",,
"V","VTG","	Variable Turbinengeometrie",,
"V","VTP","	Virtueller Test Portal",,
"V","VTS","Vehicle Tracking System","LINK FOLGT ",
"V","VTS","	Vehicle Tracking Service",,
"V","VTS","	Vehicle Trip Statistics",,
"V","VV","Verbesserungsvorschlag",,
"V","VVK","Vorverpackungskosten",,
"V","VVS","Versuchs-Vorserie	","analog VFF",
"V","VVS","Variable Ventilhubsteuerung",,
"V","VVT","Verzeichnis der Verarbeitungstätigkeiten	",,
"V","VW"," Volkswagen AG",,
"V","VWN","	VW Nutzfahrzeuge",,
"V","VwtK	","Verwaltungskosten",,
"V","VwV	","Verwaltungsvorschrift",,
"V","VZ","	Versorgungszentrum",,
"V","VZA","	Verkehrszeichenanzeige",,
"V","VZE","	Verkehrszeichenerkennung",,
"V","VZF","	Verkehrszeichenfusion",,
"V","VZR","Verkehrszentralregister",,
"V","VZT","	Verizon Telematics",,
"W","W3C","	World Wide Web Consortium",,
"W","WA","	Warenausgang",,
"W","WA","	Wertanalyse",,
"W","WA","	Werksangehöriger",,
"W","WAP","	Werksabgabepreis",,
"W","WAS","Wärmeabschirmung",,
"W","WASB","Wärmeabschirmblech",,
"W","WaWi","Warenwirtschaftssystem",,
"W","WBA","Warnblinkanlage",,
"W","WBA","	Wettbewerbsanalyse",,
"W","WBS","	Warenbegleitschein",,
"W","WD","	Wartungsdienst",,
"W","WdK","	Wirtschaftsverband der deutschen Kautschukindustrie",,
"W","WDV","	WDV - Werkstoffdatenverwaltung","LINK FOLGT ",
"W","WE","	Wareneingang",,
"W","WFS","Wegfahrsperre",,
"W","WGK","	Wassergefährdungsklasse","LINK FOLGT ",
"W","WHG","	Wasserhaushaltsgesetz","LINK FOLGT ",
"W","WHT","	Wiederholteil","LINK FOLGT ",
"W","WIAM","anerkanntes Informationssystem für Werkstoffe von IMA",,
"W","WIG","	Wolfram-Inertgas",,
"W","Wink","Werkzeug-Invest-Kosten",,
"W","WIP","	work in process",,
"W","WIV","	Wartungsintervallverlängerung",,
"W","WK","	Windkanal",,
"W","WK","	Wasserkühler",,
"W","WK","	Wandlerkupplung",,
"W","WKD","	Wertschöpfungskettendiagramm",,
"W","WKS","Werkstoffstamm (im FSI)",,
"W","WLTC","	Worldwide Harmonized Light-Duty Test Cylce","Testzyklus ",
"W","WLTP","Worldwide Harmonized Light Vehicle Test Procedure	","Testverfahren",
"W","WM","Wassermanagement",,
"W","WPS","Widerstandspunktschweißen",,
"W","WPS","	Workshop Planning System",,
"W","WS","	Web Service",,
"W","WS","	Whole Sales",,
"W","WSDL","WebService Description Language",,
"W","WSS","	Windschutzscheibe",,
"W","WStG","	Werkstoffgruppe",,
"W","WT","	Werkstücksträger",,
"W","Wula","	Wunderland",,
"W","WV","	Werkvertrag",,
"W","WV","Wiedervorlage",,
"W","WVL","	Wiedervorlage",,
"W","WVT","	Werksvertrag",,
"W","WVT","	Werkvertragstätiger",,
"W","WW","	Werkswagen",,
"W","WWPB","	Werkplanspiegel",,
"W","WWPBL","Werkplanspiegel aus Lieferersicht",,
"W","WWPBN","Werkplanspiegel aus Nutzersicht",,
"W","WWS","World Warranty System",,
"W","WWT","	Wasser-Wärme-Tauscher",,
"W","WWW (W3)	","World Wide Web",,
"W","WYSIWYG	","What You See Is What You Get",,
"W","WZ","	Warenzeichen",,
"X","X2","918 Spyder","LINK FOLGT ",
"X","XCP","	Universal (""X"") Measurement and Calibration Protocol",,
"X","XLT","	Extragroßladungsträger",,
"X","XML","	Extensible Markup Language, Auszeichnungssprache zur Darstellung hierarchisch strukturierter Daten in Form von Textdaten",,
"X","X-Nr.","	Exclusiv-Ausstattung",,
"Y","YTD","	Year to Date",,
"Z","ZAK","	Ziel-Aktion-Kontrolle",,
"Z","ZAK","	Zubehörarbeitskreis",,
"Z","ZAÜ","	Zentrale Anlagenüberwachung	",,
"Z","ZBE","	Zusammenbau mit Elektronikkomponenten",,
"Z","ZBE","Zusatzbenennung",,
"Z","ZBV","Zentrale Benutzerverwaltung",,
"Z","ZDC","	Zieldatencontainer",,
"Z","ZDK","Zentralverband Deutsches Kfz-Gewerbe",,
"Z","ZE","	Zentralelektrik",,
"Z","ZEL","Zentralersatzteillager","LINK FOLGT ",
"Z","ZENTA","	DB2 Datenbanksystem Datawarehouse System	","  Bereitstellung von Lesesichten auf Daten aus Hostsystemen, insbesondere der Stücklistensysteme (ESON, MBT, STEREO etc.)  Vorgängersystem zu TI-Warehouse (VW AG)",
"Z","ZEV","	Zero Emission Vehicle	",,
"Z","zGG	","zulässiges Gesamtgewicht	",,
"Z","ZGW","	Zielgewicht",,
"Z","ZI","Zentral-Informator",,
"Z","ZK","	Zielkatalog",,
"Z","ZK","	Zylinderkopf",,
"Z","ZK","Zeichnungskontrolle",,
"Z","ZKF","	Zentralverband Karosserie- und Fahrzeugtechnik",,
"Z","ZMS","	Zweimassenschwungrad	",,
"Z","Z-Nr.	","Individual-Sonderausstattung	","mit 5 Zeichen",
"Z","ZP","	Zählpunkt	","z.B. ZP8 = Fahrzeugendabnahme",
"Z","ZP4	","Zählpunkt 4	","am Motor montierte Umfänge",
"Z","ZP7	","Zählpunkt 7	","am Fahrzeug montierte Umfänge",
"Z","ZP8	","Zählpunkt 8	","Übergabepunkt der Verantwortung für das Fahrzeug von der Produktion in den Aftersales",
"Z","ZPT","Zertifizierter Porsche Techniker",,
"Z","ZR","	Zentralrechner	","Infotainment, siehe auch Head Unit (HU)",
"Z","ZSB","	Zusammenbau	","Baugruppe",
"Z","ZSK","Zwei-Scheiben-Kupplung",,
"Z","ZSV","Zentrum für Sicherheitsversuche",,
"Z","ZSVK","	Zentrale Stammdatenverwaltung Kundendienst",,
"Z","ZTG","	  Zentralverband des Tankstellen- und Garagengewerbes",,
"Z","ZU","Zwischenuntersuchung	",,
"Z","ZV","	Zentralverband",,
"Z","ZV","	Zentralverriegelung	",,
"Z","ZV","	Zielvereinbarung",,
"Z","ZVEI","Zentralverband der Elektrotechnischen Industrie	",,
"Z","ZVK","	Zentralverband des Kraftfahrzeughandwerks",,
"Z","ZVS","	Zentrale Versorgungssteuerung	",,
"Z","ZW","	Zündwinkel",,
"Z","ZWZ","	Zentrale Werkstätten Zuffenhausen",,
"Z","ZZ","	Zahlungsziel",,
"Z","ZZ","	Zylinderzahl",,
"Z","ZZI","	zentrales Zusatzinstrument	",,
"Z","ZZP","	Zündzeitpunkt",,
